,"(('HP', 'th. Energy'), 'flow')","(('TES', 'th. Energy'), 'flow')","(('th. Energy', 'TES'), 'flow')","(('th. Energy', 'demand_th'), 'flow')"
2023-03-21 16:00:00,1265.4386,0.0,677.38632,588.0522561873589
2023-03-21 17:00:00,45.645266,572.16385,0.0,617.8091173438277
2023-03-21 18:00:00,0.0,667.40389,0.0,667.4038859379423
2023-03-21 19:00:00,0.0,715.58166,0.0,715.5816611436536
2023-03-21 20:00:00,0.0,734.00258,0.0,734.0025751928961
2023-03-21 21:00:00,702.82872,0.0,0.0,702.828720648024
2023-03-21 22:00:00,579.5503,0.0,0.0,579.5502958569392
2023-03-21 23:00:00,416.59606,0.0,0.0,416.59605619056265
2023-03-22 00:00:00,1265.4386,0.0,994.07278,271.3658048147388
2023-03-22 01:00:00,1265.4386,0.0,1001.3741,264.0644827121001
2023-03-22 02:00:00,1265.4386,0.0,1012.3261,253.112499558142
2023-03-22 03:00:00,1265.4386,0.0,985.55457,279.88401393448396
2023-03-22 04:00:00,1265.4386,0.0,848.04633,417.392246867513
2023-03-22 05:00:00,1265.4386,0.0,621.70535,643.7332320493132
2023-03-22 06:00:00,0.0,737.43353,0.0,737.4335323665099
2023-03-22 07:00:00,0.0,666.85409,0.0,666.8540853743357
2023-03-22 08:00:00,11.698676,621.08257,0.0,632.781248895355
2023-03-22 09:00:00,1265.4386,0.0,675.24838,590.1902032966292
2023-03-22 10:00:00,1265.4386,0.0,704.45367,560.9849148860744
2023-03-22 11:00:00,1265.4386,0.0,732.44207,532.9965134926259
2023-03-22 12:00:00,1265.4386,0.0,744.61094,520.8276433215614
2023-03-22 13:00:00,1265.4386,0.0,759.21358,506.224999116284
2023-03-22 14:00:00,1265.4386,0.0,777.46689,487.9716938596872
2023-03-22 15:00:00,1265.4386,0.0,775.03311,490.4054678939002
2023-03-22 16:00:00,1265.4386,0.0,760.43047,505.0081120991776
2023-03-22 17:00:00,1265.4386,0.0,734.87584,530.562739458413
2023-03-22 18:00:00,0.0,573.15379,0.0,573.1537850571389
2023-03-22 19:00:00,0.0,614.52794,0.0,614.5279436387583
2023-03-22 20:00:00,0.0,630.34747,0.0,630.3474748611421
2023-03-22 21:00:00,0.0,603.57596,0.0,603.5759604848001
2023-03-22 22:00:00,497.70679,0.0,0.0,497.7067899965389
2023-03-22 23:00:00,1265.4386,0.0,907.6738,357.7647830292969
2023-03-23 00:00:00,1265.4386,0.0,1014.0071,251.43143491842633
2023-03-23 01:00:00,1265.4386,0.0,1020.7721,244.66646357532966
2023-03-23 02:00:00,1265.4386,0.0,1030.9196,234.51900656068466
2023-03-23 03:00:00,1265.4386,0.0,1006.1147,259.32390148537246
2023-03-23 04:00:00,1265.4386,0.0,878.70772,386.7308617803598
2023-03-23 05:00:00,1265.4386,0.0,668.99361,596.4449734163567
2023-03-23 06:00:00,1265.4386,0.0,582.17648,683.262105652764
2023-03-23 07:00:00,743.13754,0.0,125.27016,617.8673826694961
2023-03-23 08:00:00,586.29752,0.0,0.0,586.2975164017116
2023-03-23 09:00:00,1265.4386,0.0,718.6034,546.8351835669811
2023-03-23 10:00:00,1265.4386,0.0,745.66328,519.7752981945944
2023-03-23 11:00:00,1265.4386,0.0,771.59567,493.8429080460571
2023-03-23 12:00:00,1265.4386,0.0,782.87063,482.56795580756267
2023-03-23 13:00:00,1265.4386,0.0,796.40057,469.0380131213693
2023-03-23 14:00:00,1265.4386,0.0,813.313,452.1255847636276
2023-03-23 15:00:00,1265.4386,0.0,811.05801,454.3805752113266
2023-03-23 16:00:00,1265.4386,0.0,797.52806,467.9105178975199
2023-03-23 17:00:00,0.0,491.58792,0.0,491.5879175983582
2023-03-23 18:00:00,0.0,531.05025,0.0,531.0502504330889
2023-03-23 19:00:00,0.0,569.38509,0.0,569.38508804397
2023-03-23 20:00:00,0.0,584.04253,0.0,584.0425259540127
2023-03-23 21:00:00,1265.4386,0.0,706.20095,559.2376310293249
2023-03-23 22:00:00,1265.4386,0.0,804.29303,461.14554655442316
2023-03-23 23:00:00,1265.4386,0.0,933.95499,331.48359581173696
2023-03-24 00:00:00,1265.4386,0.0,1026.3165,239.1220854771703
2023-03-24 01:00:00,1265.4386,0.0,1032.7503,232.68830739258274
2023-03-24 02:00:00,1265.4386,0.0,1042.4009,223.0376402657014
2023-03-24 03:00:00,1265.4386,0.0,1018.8104,246.62815990918904
2023-03-24 04:00:00,1265.4386,0.0,897.64093,367.79764716892106
2023-03-24 05:00:00,1265.4386,0.0,698.19381,567.2447677911349
2023-03-24 06:00:00,1265.4386,0.0,615.62699,649.8115865433417
2023-03-24 07:00:00,1265.4386,0.0,677.82018,587.6183983923288
2023-03-24 08:00:00,1265.4386,0.0,707.84448,557.5941006642536
2023-03-24 09:00:00,1265.4386,0.0,745.37485,520.0637285041596
2023-03-24 10:00:00,1265.4386,0.0,771.10996,494.3286161658094
2023-03-24 11:00:00,1265.4386,0.0,795.77278,469.6658001748905
2023-03-24 12:00:00,1265.4386,0.0,806.49574,458.94283670057786
2023-03-24 13:00:00,1265.4386,0.0,819.3633,446.0752805314028
2023-03-24 14:00:00,1265.4386,0.0,835.44775,429.990835319934
2023-03-24 15:00:00,1265.4386,0.0,833.30315,432.13542801479656
2023-03-24 16:00:00,1265.4386,0.0,820.4356,445.0029841839716
2023-03-24 17:00:00,1265.4386,0.0,797.91737,467.52120748002795
2023-03-24 18:00:00,1265.4386,0.0,760.387,505.05157964012204
2023-03-24 19:00:00,0.0,541.50966,0.0,541.5096554527847
2023-03-24 20:00:00,555.44951,0.0,0.0,555.449507969391
2023-03-24 21:00:00,1265.4386,0.0,733.57959,531.8589883259034
2023-03-24 22:00:00,1265.4386,0.0,826.86938,438.569206099384
2023-03-24 23:00:00,1265.4386,0.0,950.18345,315.25512614478953
2023-03-25 00:00:00,1265.4386,0.0,982.89553,282.5430556786359
2023-03-25 01:00:00,1265.4386,0.0,990.49758,274.94100036889677
2023-03-25 02:00:00,1265.4386,0.0,1001.9007,263.5379174042881
2023-03-25 03:00:00,1265.4386,0.0,974.02646,291.4121202066648
2023-03-25 04:00:00,1265.4386,0.0,830.85442,434.58416187341743
2023-03-25 05:00:00,1265.4386,0.0,595.1907,670.2478764753291
2023-03-25 06:00:00,1265.4386,0.0,497.63099,767.8075862836473
2023-03-25 07:00:00,1265.4386,0.0,571.11753,694.3210516228362
2023-03-25 08:00:00,1265.4386,0.0,606.59379,658.8447935107204
2023-03-25 09:00:00,1265.4386,0.0,650.93911,614.4994708705758
2023-03-25 10:00:00,1265.4386,0.0,681.34733,584.0912496316195
2023-03-25 11:00:00,1265.4386,0.0,710.48854,554.9500376109529
2023-03-25 12:00:00,1265.4386,0.0,723.15864,542.2799454280545
2023-03-25 13:00:00,1265.4386,0.0,738.36275,527.0758348085762
2023-03-25 14:00:00,1265.4386,0.0,757.36788,508.0706965342286
2023-03-25 15:00:00,1265.4386,0.0,754.83387,510.60471497080835
2023-03-25 16:00:00,1265.4386,0.0,739.62976,525.8088255902866
2023-03-25 17:00:00,1265.4386,0.0,713.02256,552.4160191743732
2023-03-25 18:00:00,1265.4386,0.0,668.67724,596.7613418145179
2023-03-25 19:00:00,1265.4386,0.0,625.59893,639.8396552363727
2023-03-25 20:00:00,1265.4386,0.0,609.12781,656.3107750741407
2023-03-25 21:00:00,1265.4386,0.0,637.00201,628.436572271764
2023-03-25 22:00:00,1265.4386,0.0,747.23181,518.2067702805474
2023-03-25 23:00:00,1265.4386,0.0,892.93787,372.50071017721496
2023-03-26 00:00:00,1265.4386,0.0,916.4331,349.0054764845476
2023-03-26 01:00:00,1265.4386,0.0,882.45912,382.9794609210965
2023-03-26 02:00:00,1265.4386,0.0,902.53466,362.9039246631358
2023-03-26 03:00:00,1265.4386,0.0,868.56067,396.8779090996847
2023-03-26 04:00:00,1265.4386,0.0,731.12046,534.3181188657234
2023-03-26 05:00:00,1265.4386,0.0,471.68276,793.7558181993694
2023-03-26 06:00:00,1265.4386,0.0,454.69577,810.7428104176439
2023-03-26 07:00:00,1265.4386,0.0,482.49267,782.9459140604674
2023-03-26 08:00:00,1265.4386,0.0,502.5682,762.8703778025068
2023-03-26 09:00:00,1265.4386,0.0,545.80782,719.6307612468992
2023-03-26 10:00:00,1265.4386,0.0,572.06044,693.3781369095659
2023-03-26 11:00:00,1265.4386,0.0,595.22452,670.2140566119189
2023-03-26 12:00:00,1265.4386,0.0,607.5787,657.8598804531738
2023-03-26 13:00:00,1265.4386,0.0,616.84433,648.594248334115
2023-03-26 14:00:00,1265.4386,0.0,616.84433,648.594248334115
2023-03-26 15:00:00,1265.4386,0.0,599.85734,665.5812405523895
2023-03-26 16:00:00,1265.4386,0.0,562.79481,702.6437690286247
2023-03-26 17:00:00,0.0,738.16203,0.0,738.1620254850167
2023-03-26 18:00:00,0.0,770.59174,0.0,770.5917379017225
2023-03-26 19:00:00,0.0,792.21155,0.0,792.2115461795262
2023-03-26 20:00:00,0.0,786.03446,0.0,786.0344581001538
2023-03-26 21:00:00,0.0,716.54222,0.0,716.5422172072127
2023-03-26 22:00:00,16.066628,592.37655,0.0,608.4431758181937
2023-03-26 23:00:00,0.0,447.83889,0.0,447.83888575450806
2023-03-27 00:00:00,0.0,475.4618,0.0,475.46180046162334
2023-03-27 01:00:00,521.74569,0.0,0.0,521.7456925419584
2023-03-27 02:00:00,494.39612,0.0,0.0,494.39611994903316
2023-03-27 03:00:00,540.68001,0.0,0.0,540.6800120293682
2023-03-27 04:00:00,0.0,727.91939,0.0,727.9193936270871
2023-03-27 05:00:00,0.0,1081.36,0.0,1081.3600240587364
2023-03-27 06:00:00,0.0,1104.502,0.0,1104.501970098904
2023-03-27 07:00:00,151.90469,914.72865,0.0,1066.6333311240844
2023-03-27 08:00:00,610.03596,429.2478,0.0,1039.283758531159
2023-03-27 09:00:00,875.48486,104.89212,0.0,980.376986792551
2023-03-27 10:00:00,1265.4386,0.0,320.82642,944.6121610941103
2023-03-27 11:00:00,1265.4386,0.0,352.38362,913.0549619484271
2023-03-27 12:00:00,1265.4386,0.0,369.21413,896.2244557373964
2023-03-27 13:00:00,1265.4386,0.0,381.83701,883.6015760791232
2023-03-27 14:00:00,1265.4386,0.0,381.83701,883.6015760791232
2023-03-27 15:00:00,1265.4386,0.0,358.69506,906.7435221192907
2023-03-27 16:00:00,1265.4386,0.0,308.20354,957.2350407523834
2023-03-27 17:00:00,0.0,1005.6227,0.0,1005.6227461090973
2023-03-27 18:00:00,0.0,1049.8028,0.0,1049.8028249130534
2023-03-27 19:00:00,0.0,1079.2562,0.0,1079.2562107823576
2023-03-27 20:00:00,0.0,1070.841,0.0,1070.8409576768422
2023-03-27 21:00:00,0.0,976.16936,0.0,976.1693602397931
2023-03-27 22:00:00,0.0,828.90243,0.0,828.9024308932726
2023-03-27 23:00:00,1265.4386,0.0,655.33273,610.1058501498708
2023-03-28 00:00:00,559.72503,0.0,0.0,559.7250322440797
2023-03-28 01:00:00,0.0,595.30078,0.0,595.3007758189153
2023-03-28 02:00:00,0.0,602.41592,0.0,602.4159245338824
2023-03-28 03:00:00,0.0,649.85025,0.0,649.8502493003298
2023-03-28 04:00:00,0.0,806.38352,0.0,806.3835210296064
2023-03-28 05:00:00,0.0,1197.7167,0.0,1197.7167003527977
2023-03-28 06:00:00,0.0,1190.6016,0.0,1190.6015516378307
2023-03-28 07:00:00,226.24864,933.5206,0.0,1159.7692405396397
2023-03-28 08:00:00,510.74672,637.16393,0.0,1147.9106593480278
2023-03-28 09:00:00,633.73139,490.4621,0.0,1124.1934969648041
2023-03-28 10:00:00,1045.6196,47.741603,0.0,1093.3611858666134
2023-03-28 11:00:00,1265.4386,0.0,207.65314,1057.7854422917778
2023-03-28 12:00:00,1265.4386,0.0,217.14,1048.2985773384885
2023-03-28 13:00:00,1265.4386,0.0,219.51172,1045.926861100166
2023-03-28 14:00:00,1265.4386,0.0,214.76829,1050.6702935768108
2023-03-28 15:00:00,1124.011,0.0,63.853838,1060.1571585301
2023-03-28 16:00:00,812.04607,293.1737,0.0,1105.2197670582252
2023-03-28 17:00:00,183.00572,960.16151,0.0,1143.1672268713833
2023-03-28 18:00:00,0.0,1166.8844,0.0,1166.884389254607
2023-03-28 19:00:00,0.0,1164.5127,0.0,1164.5126730162845
2023-03-28 20:00:00,0.0,1138.4238,0.0,1138.4237943947385
2023-03-28 21:00:00,0.0,1041.1834,0.0,1041.1834286235212
2023-03-28 22:00:00,0.0,901.25217,0.0,901.2521705625012
2023-03-28 23:00:00,0.0,661.70883,0.0,661.7088304919417
2023-03-29 00:00:00,0.0,500.01849,0.0,500.01848568419194
2023-03-29 01:00:00,0.0,548.69285,0.0,548.6928515472549
2023-03-29 02:00:00,0.0,519.93073,0.0,519.9307262645359
2023-03-29 03:00:00,0.0,568.60509,0.0,568.6050921275988
2023-03-29 04:00:00,0.0,765.51503,0.0,765.5150267554443
2023-03-29 05:00:00,0.0,1137.2102,0.0,1137.2101842551976
2023-03-29 06:00:00,0.0,1161.5474,0.0,1161.5473671867292
2023-03-29 07:00:00,40.719307,1081.0036,0.0,1121.7228860260414
2023-03-29 08:00:00,482.5555,610.40526,0.0,1092.9607607433222
2023-03-29 09:00:00,721.00137,310.0102,0.0,1031.0115678266968
2023-03-29 10:00:00,1265.4386,0.0,272.03902,993.3995578416027
2023-03-29 11:00:00,1265.4386,0.0,305.22609,960.2124902076962
2023-03-29 12:00:00,1088.7002,0.0,146.18749,942.5127208029459
2023-03-29 13:00:00,1265.4386,0.0,336.20069,929.2378937493834
2023-03-29 14:00:00,929.23789,0.0,0.0,929.2378937493834
2023-03-29 15:00:00,953.57508,0.0,0.0,953.5750766809148
2023-03-29 16:00:00,0.0,1006.6744,0.0,1006.6743848951652
2023-03-29 17:00:00,0.0,1057.5612,0.0,1057.561221933822
2023-03-29 18:00:00,0.0,1104.0231,0.0,1104.0231166212911
2023-03-29 19:00:00,0.0,1134.9977,0.0,1134.997713079604
2023-03-29 20:00:00,0.0,1126.1478,0.0,1126.1478283772287
2023-03-29 21:00:00,0.0,1026.5866,0.0,1026.586625475509
2023-03-29 22:00:00,1265.4386,0.0,393.72494,871.7136431839452
2023-03-29 23:00:00,1265.4386,0.0,623.82194,641.6166409221934
2023-03-30 00:00:00,1265.4386,0.0,890.99858,374.43999793889895
2023-03-30 01:00:00,1265.4386,0.0,854.54867,410.8899092426856
2023-03-30 02:00:00,1265.4386,0.0,876.08726,389.351325290448
2023-03-30 03:00:00,1265.4386,0.0,839.63734,425.8012365942347
2023-03-30 04:00:00,1265.4386,0.0,692.18089,573.2576959595532
2023-03-30 05:00:00,1265.4386,0.0,413.83611,851.6024731884694
2023-03-30 06:00:00,0.0,869.82743,0.0,869.8274288403626
2023-03-30 07:00:00,0.0,840.00477,0.0,840.0047741372646
2023-03-30 08:00:00,1265.4386,0.0,446.97239,818.4661901850269
2023-03-30 09:00:00,1265.4386,0.0,493.36319,772.0753939802077
2023-03-30 10:00:00,1265.4386,0.0,521.52903,743.9095534272815
2023-03-30 11:00:00,1265.4386,0.0,546.38124,719.0573411746998
2023-03-30 12:00:00,1265.4386,0.0,559.63575,705.8028279733228
2023-03-30 13:00:00,1265.4386,0.0,569.57664,695.86194307229
2023-03-30 14:00:00,1265.4386,0.0,569.57664,695.86194307229
2023-03-30 15:00:00,1265.4386,0.0,551.35168,714.0868987241834
2023-03-30 16:00:00,1265.4386,0.0,511.58814,753.8504383283142
2023-03-30 17:00:00,1265.4386,0.0,473.48142,791.9571637822731
2023-03-30 18:00:00,0.0,826.75026,0.0,826.7502609358875
2023-03-30 19:00:00,0.0,849.94566,0.0,849.9456590382971
2023-03-30 20:00:00,1265.4386,0.0,422.12018,843.3184024376088
2023-03-30 21:00:00,1265.4386,0.0,496.67682,768.7617656798633
2023-03-30 22:00:00,1265.4386,0.0,612.65381,652.784775167815
2023-03-30 23:00:00,1265.4386,0.0,784.96248,480.4761035499146
2023-03-31 00:00:00,1265.4386,0.0,944.47043,320.96815472810533
2023-03-31 01:00:00,1265.4386,0.0,953.10634,312.33224025111593
2023-03-31 02:00:00,1265.4386,0.0,966.06021,299.3783685356318
2023-03-31 03:00:00,1265.4386,0.0,934.39519,331.0433882845929
2023-03-31 04:00:00,1265.4386,0.0,771.75214,493.68644426789285
2023-03-31 05:00:00,761.39979,0.0,0.0,761.3997930545637
2023-03-31 06:00:00,0.0,872.22736,0.0,872.2273621759273
2023-03-31 07:00:00,0.0,788.74686,0.0,788.7468555650299
2023-03-31 08:00:00,633.43729,115.00863,0.0,748.4459213390795
2023-03-31 09:00:00,1063.2363,0.0,365.16657,698.0697535566416
2023-03-31 10:00:00,1256.3438,0.0,592.81771,663.5260956486841
2023-03-31 11:00:00,1265.4386,0.0,635.01682,630.4217568202247
2023-03-31 12:00:00,1265.4386,0.0,649.41002,616.0285660252424
2023-03-31 13:00:00,1265.4386,0.0,666.68184,598.7567370712636
2023-03-31 14:00:00,1265.4386,0.0,688.27163,577.1669508787902
2023-03-31 15:00:00,1265.4386,0.0,685.39299,580.0455890377867
2023-03-31 16:00:00,1265.4386,0.0,668.12116,597.3174179917655
2023-03-31 17:00:00,0.0,627.54312,0.0,627.5431186612283
2023-03-31 18:00:00,0.0,677.91929,0.0,677.9192864436664
2023-03-31 19:00:00,726.85614,0.0,0.0,726.8561351466062
2023-03-31 20:00:00,1265.4386,0.0,519.8713,745.5672831800831
2023-03-31 21:00:00,1265.4386,0.0,551.53632,713.902263431122
2023-03-31 22:00:00,1265.4386,0.0,676.75708,588.6815035147761
2023-03-31 23:00:00,1265.4386,0.0,842.27877,423.1598093724796
2023-04-01 00:00:00,1265.4386,0.0,897.46652,367.9720605077287
2023-04-01 01:00:00,1265.4386,0.0,861.64623,403.7923495837024
2023-04-01 02:00:00,1265.4386,0.0,882.81277,382.625815129718
2023-04-01 03:00:00,1265.4386,0.0,846.99248,418.4461042056916
2023-04-01 04:00:00,1265.4386,0.0,702.08313,563.3554554675848
2023-04-01 05:00:00,1265.4386,0.0,428.54637,836.8922084113832
2023-04-01 06:00:00,1265.4386,0.0,410.63623,854.80235294937
2023-04-01 07:00:00,1265.4386,0.0,439.94374,825.4948437053916
2023-04-01 08:00:00,1265.4386,0.0,461.11027,804.3283092514072
2023-04-01 09:00:00,1265.4386,0.0,506.69973,758.7388504274408
2023-04-01 10:00:00,1265.4386,0.0,534.37904,731.0595361414612
2023-04-01 11:00:00,1265.4386,0.0,558.80197,706.6366117714791
2023-04-01 12:00:00,1265.4386,0.0,571.82753,693.6110521074887
2023-04-01 13:00:00,1265.4386,0.0,581.5967,683.841882359496
2023-04-01 14:00:00,1265.4386,0.0,581.5967,683.841882359496
2023-04-01 15:00:00,1265.4386,0.0,563.68655,701.7520268974828
2023-04-01 16:00:00,1265.4386,0.0,524.60988,740.8287058894539
2023-04-01 17:00:00,1265.4386,0.0,487.16139,778.2771899234264
2023-04-01 18:00:00,1265.4386,0.0,452.9693,812.4692840414011
2023-04-01 19:00:00,1265.4386,0.0,430.17457,835.2640134533843
2023-04-01 20:00:00,1265.4386,0.0,436.68735,828.7512336213891
2023-04-01 21:00:00,1265.4386,0.0,509.95612,755.4824605114432
2023-04-01 22:00:00,1265.4386,0.0,623.92977,641.5088134515271
2023-04-01 23:00:00,1265.4386,0.0,793.26204,472.17653781965197
2023-04-02 00:00:00,1265.4386,0.0,804.48129,460.9572873088407
2023-04-02 01:00:00,1265.4386,0.0,759.60935,505.8292356309403
2023-04-02 02:00:00,1265.4386,0.0,786.12459,479.3139934406088
2023-04-02 03:00:00,1265.4386,0.0,741.25264,524.1859417627084
2023-04-02 04:00:00,1265.4386,0.0,559.72521,705.7133690657473
2023-04-02 05:00:00,1265.4386,0.0,217.0667,1048.3718835254167
2023-04-02 06:00:00,1265.4386,0.0,194.63072,1070.8078576864664
2023-04-02 07:00:00,1265.4386,0.0,231.34414,1034.0944454229304
2023-04-02 08:00:00,1265.4386,0.0,257.85938,1007.579203232599
2023-04-02 09:00:00,1265.4386,0.0,314.96913,950.4694508226542
2023-04-02 10:00:00,1265.4386,0.0,349.64291,915.7956725737589
2023-04-02 11:00:00,1265.4386,0.0,380.23742,885.2011623541456
2023-04-02 12:00:00,1265.4386,0.0,396.55449,868.8840902370184
2023-04-02 13:00:00,1265.4386,0.0,408.79229,856.6462861491732
2023-04-02 14:00:00,1265.4386,0.0,408.79229,856.6462861491732
2023-04-02 15:00:00,1265.4386,0.0,386.35632,879.0822603102229
2023-04-02 16:00:00,1265.4386,0.0,337.4051,928.0334766616043
2023-04-02 17:00:00,980.55236,0.0,5.6073043,974.9450589983447
2023-04-02 18:00:00,0.0,1017.7774,0.0,1017.7773733058033
2023-04-02 19:00:00,0.0,1046.3322,0.0,1046.3322495107757
2023-04-02 20:00:00,0.0,1038.1737,0.0,1038.1737134522123
2023-04-02 21:00:00,0.0,946.39018,0.0,946.3901827933722
2023-04-02 22:00:00,0.0,803.6158,0.0,803.6158017685099
2023-04-02 23:00:00,0.0,591.49386,0.0,591.4938642458577
2023-04-03 00:00:00,0.0,555.30385,0.0,555.3038465989927
2023-04-03 01:00:00,0.0,590.59858,0.0,590.5985826116405
2023-04-03 02:00:00,0.0,597.65753,0.0,597.6575298141701
2023-04-03 03:00:00,169.64661,475.07057,0.0,644.7171778310338
2023-04-03 04:00:00,0.0,800.01402,0.0,800.0140162866844
2023-04-03 05:00:00,0.0,1188.2561,0.0,1188.2561124258107
2023-04-03 06:00:00,352.14119,829.05597,0.0,1181.197165223281
2023-04-03 07:00:00,773.14765,377.46074,0.0,1150.6083940123194
2023-04-03 08:00:00,1239.5022,0.0,100.65876,1138.8434820081036
2023-04-03 09:00:00,1265.4386,0.0,150.12492,1115.3136579996715
2023-04-03 10:00:00,1265.4386,0.0,180.71369,1084.7248867887104
2023-04-03 11:00:00,1265.4386,0.0,216.00843,1049.4301507760624
2023-04-03 12:00:00,1265.4386,0.0,225.42036,1040.0182211726897
2023-04-03 13:00:00,1265.4386,0.0,227.77334,1037.6652387718464
2023-04-03 14:00:00,1265.4386,0.0,223.06738,1042.3712035735327
2023-04-03 15:00:00,1265.4386,0.0,213.65545,1051.7831331769055
2023-04-03 16:00:00,1265.4386,0.0,168.94878,1096.4897987929262
2023-04-03 17:00:00,0.0,1134.1375,0.0,1134.1375172064172
2023-04-03 18:00:00,0.0,1157.6673,0.0,1157.667341214849
2023-04-03 19:00:00,0.0,1155.3144,0.0,1155.3143588140058
2023-04-03 20:00:00,0.0,1129.4316,0.0,1129.4315524047308
2023-04-03 21:00:00,0.0,1032.9593,0.0,1032.95927397016
2023-04-03 22:00:00,0.0,894.13331,0.0,894.133312320412
2023-04-03 23:00:00,0.0,656.48209,0.0,656.4820898352499
2023-04-04 00:00:00,0.0,612.35323,0.0,612.3532332082949
2023-04-04 01:00:00,0.0,651.27399,0.0,651.2739895562798
2023-04-04 02:00:00,0.0,659.05814,0.0,659.0581408258766
2023-04-04 03:00:00,0.0,710.95248,0.0,710.9524826231899
2023-04-04 04:00:00,0.0,882.20381,0.0,882.2038105543234
2023-04-04 05:00:00,0.0,1310.3321,0.0,1310.3321303821565
2023-04-04 06:00:00,386.26534,916.28264,0.0,1302.5479791125597
2023-04-04 07:00:00,797.70399,471.11267,0.0,1268.816656944306
2023-04-04 08:00:00,1132.0831,123.75999,0.0,1255.8430714949777
2023-04-04 09:00:00,1265.4386,0.0,35.542681,1229.895900596321
2023-04-04 10:00:00,1265.4386,0.0,69.274003,1196.1645784280677
2023-04-04 11:00:00,1265.4386,0.0,108.19476,1157.243822080083
2023-04-04 12:00:00,1265.4386,0.0,118.57363,1146.8649537206204
2023-04-04 13:00:00,1265.4386,0.0,121.16834,1144.2702366307547
2023-04-04 14:00:00,1265.4386,0.0,115.97891,1149.4596708104857
2023-04-04 15:00:00,1265.4386,0.0,105.60004,1159.8385391699483
2023-04-04 16:00:00,170.99323,1038.1449,0.0,1209.138163877396
2023-04-04 17:00:00,0.0,1250.6536,0.0,1250.6536373152464
2023-04-04 18:00:00,0.0,1276.6008,0.0,1276.600808213903
2023-04-04 19:00:00,0.0,1274.0061,0.0,1274.006091124037
2023-04-04 20:00:00,0.0,1245.4642,0.0,1245.4642031355152
2023-04-04 21:00:00,0.0,1139.0808,0.0,1139.0808024510231
2023-04-04 22:00:00,0.0,985.99249,0.0,985.9924941489494
2023-04-04 23:00:00,0.0,723.92607,0.0,723.9260680725182
2023-04-05 00:00:00,0.0,596.07069,0.0,596.0706864059541
2023-04-05 01:00:00,0.0,633.95654,0.0,633.956535118197
2023-04-05 02:00:00,0.0,641.5337,0.0,641.5337048606456
2023-04-05 03:00:00,0.0,692.04817,0.0,692.0481698103027
2023-04-05 04:00:00,0.0,858.7459,0.0,858.7459041441713
2023-04-05 05:00:00,0.0,1275.4902,0.0,1275.4902399788427
2023-04-05 06:00:00,0.0,1267.9131,0.0,1267.913070236394
2023-04-05 07:00:00,381.98683,853.09184,0.0,1235.078668019117
2023-04-05 08:00:00,837.11391,385.33614,0.0,1222.4500517817025
2023-04-05 09:00:00,1265.4386,0.0,68.245762,1197.1928193068738
2023-04-05 10:00:00,1265.4386,0.0,101.08016,1164.358417089597
2023-04-05 11:00:00,1265.4386,0.0,138.96601,1126.472568377354
2023-04-05 12:00:00,1265.4386,0.0,149.06891,1116.3696753874226
2023-04-05 13:00:00,1265.4386,0.0,151.59463,1113.8439521399398
2023-04-05 14:00:00,1265.4386,0.0,146.54318,1118.8953986349054
2023-04-05 15:00:00,1265.4386,0.0,136.44029,1128.9982916248368
2023-04-05 16:00:00,651.47191,525.51512,0.0,1176.9870333270112
2023-04-05 17:00:00,106.16293,1111.2357,0.0,1217.398605286737
2023-04-05 18:00:00,0.0,1242.6558,0.0,1242.6558377615654
2023-04-05 19:00:00,0.0,1240.1301,0.0,1240.1301145140826
2023-04-05 20:00:00,0.0,1212.3472,0.0,1212.347158791771
2023-04-05 21:00:00,0.0,1108.7925,0.0,1108.7925056449742
2023-04-05 22:00:00,0.0,959.77483,0.0,959.7748340434855
2023-04-05 23:00:00,0.0,704.67679,0.0,704.676786047717
2023-04-06 00:00:00,0.0,545.6898,0.0,545.6897986372329
2023-04-06 01:00:00,0.0,580.37347,0.0,580.37347227943
2023-04-06 02:00:00,0.0,587.31021,0.0,587.3102070078693
2023-04-06 03:00:00,0.0,633.55511,0.0,633.5551051974653
2023-04-06 04:00:00,0.0,786.16327,0.0,786.1632692231321
2023-04-06 05:00:00,0.0,1167.6837,0.0,1167.6836792872994
2023-04-06 06:00:00,49.574295,1111.1727,0.0,1160.74694455886
2023-04-06 07:00:00,614.31986,516.3679,0.0,1130.6877607356225
2023-04-06 08:00:00,1071.2161,47.910433,0.0,1119.1265361882236
2023-04-06 09:00:00,1265.4386,0.0,169.43449,1096.0040870934254
2023-04-06 10:00:00,1265.4386,0.0,199.49368,1065.944903270188
2023-04-06 11:00:00,1265.4386,0.0,234.17735,1031.261229627991
2023-04-06 12:00:00,1265.4386,0.0,243.42633,1022.0122499900718
2023-04-06 13:00:00,1265.4386,0.0,245.73858,1019.7000050805921
2023-04-06 14:00:00,1265.4386,0.0,241.11409,1024.3244948995516
2023-04-06 15:00:00,1265.4386,0.0,231.86511,1033.5734745374707
2023-04-06 16:00:00,1265.4386,0.0,187.93245,1077.506127817587
2023-04-06 17:00:00,159.82645,954.6756,0.0,1114.5020463692638
2023-04-06 18:00:00,0.0,1137.6245,0.0,1137.624495464062
2023-04-06 19:00:00,0.0,1135.3123,0.0,1135.312250554582
2023-04-06 20:00:00,0.0,1109.8776,0.0,1109.8775565503042
2023-04-06 21:00:00,0.0,1015.0755,0.0,1015.0755152616324
2023-04-06 22:00:00,878.65307,0.0,0.0,878.6530656023241
