dhi;dni;ghi;temp_air;wind_speed
0;0;0;6.2;6.8
0;0;0;5.9;7.5
0;0;0;5.4;5.9
0;0;0;5.2;5
0;0;0;5.4;4.5
0;0;0;5.7;4.7
0;0;0;5.4;5
0;0;0;5.5;4.7
0;0;0;5.5;5.4
1;0;1;5.5;4.8
35;7;35.80941439;5.8;4.9
82;9;84.06127451;6.1;5
71;0;71;6.6;5.1
81;0;81;7.1;5.4
155;30;166.74121;7.8;6.5
166;96;201.2932166;7.9;6.8
114;170;165.9399508;8.8;7.4
86;90;104.8349515;8.7;6.9
35;10;35.86286366;8.1;6.1
0;0;0;7.3;5.2
0;0;0;7.2;5.4
0;0;0;7.5;5.4
0;0;0;7.7;5.7
0;0;0;7.3;4.7
0;0;0;6.7;4.6
0;0;0;6.6;4.5
0;0;0;6.3;4.7
0;0;0;6.3;5.6
0;0;0;5.5;4.6
0;0;0;5.9;4.7
0;0;0;5.4;4.6
0;0;0;5.2;4.4
0;0;0;5.3;4.7
1;0;1;5.4;3.9
30;10;31.21869343;5.5;4.1
72;11;74.5734991;5.6;4.3
94;5;95.62371455;6;4.9
94;0;94;6.3;5.1
123;11;127.3633403;6.8;5
118;50;136.6412919;7.3;5.7
43;214;109.4847559;7.3;5.1
30;151;62.37355306;7.6;5.5
23;30;25.75026254;7.5;4.4
0;0;0;7.1;3.5
0;0;0;6.5;3.3
0;0;0;5.8;3.1
0;0;0;5.3;3.1
0;0;0;4.4;2.9
0;0;0;4.2;2.4
0;0;0;4;2.4
0;0;0;3.5;1.9
0;0;0;2.7;1.5
0;0;0;2.5;1.5
0;0;0;1.7;1.3
0;0;0;1.3;1.7
0;0;0;0.9;1.6
0;0;0;0.7;1.8
4;0;4;0.6;2.2
39;51;45.55092094;0.5;2.9
69;146;103.9248613;1.3;3.4
88;225;162.2545392;2.8;4.5
98;274;203.6058882;4.6;5.6
111;273;220.731743;6;6.5
108;252;203.2973163;6.2;6.6
104;181;161.1624502;6.5;6.4
81;97;102.2590146;6.5;6.4
38;17;39.6530034;6.2;6.3
1;0;1;5.4;5.1
0;0;0;4.6;4.9
0;0;0;4;5.7
0;0;0;4;6.6
0;0;0;3.2;6.8
0;0;0;2.8;5.5
0;0;0;3.5;5.9
0;0;0;4;6.3
0;0;0;4.3;6
0;0;0;3.7;5.4
0;0;0;3.3;5.2
0;0;0;1.8;4.7
0;0;0;2.1;4.3
0;0;0;1.9;4.2
1;0;1;2.2;4.4
38;5;38.62060522;2.4;4.8
41;0;41;3;6
64;0;64;3.3;5.4
78;0;78;3.3;5.4
61;0;61;3.5;3.7
101;0;101;4;4.1
119;15;123.8166336;4.5;5.2
81;8;82.79416609;4.8;4
40;7;40.72076301;4.7;6.3
0;0;0;3.6;5.4
0;0;0;3.2;4.2
0;0;0;2.8;4.1
0;0;0;3.2;5.6
0;0;0;3.5;5.5
0;0;0;3.8;6
0;0;0;3.9;5.8
0;0;0;4.4;6
0;0;0;4.2;5.8
0;0;0;3.4;5.4
0;0;0;3.4;5.6
0;0;0;2.9;5.2
0;0;0;3;5.4
0;0;0;1.6;4.5
8;0;8;2.3;5.2
48;48;54.19880387;2.5;6.4
90;136;123.9367655;2.6;6.5
144;105;179.7570839;3.5;6.7
160;27;170.6970383;4.3;6
173;46;191.9808669;4.6;5.9
149;28;159.8864664;5;5.2
135;41;148.375355;5.2;5.5
95;81;113.5789922;5.5;4.6
41;17;42.85368627;5.7;4.8
2;0;2;4.6;3.9
0;0;0;3.8;2.8
0;0;0;3.5;2.2
0;0;0;3.2;2.2
0;0;0;2.8;3.3
0;0;0;2.4;2.4
0;0;0;2.2;2.4
0;0;0;2;3.8
0;0;0;2.2;3.7
0;0;0;2.2;4.1
0;0;0;2.2;4.1
0;0;0;2.3;4.2
0;0;0;2.3;3.7
0;0;0;2.6;4.7
8;1;8.015183781;2.7;4.3
45;4;45.53732838;3.5;4.6
50;0;50;4.5;5.2
52;0;52;5.9;6
44;0;44;7.5;6.3
94;0;94;7.9;6.7
147;11;151.3351256;8.7;6.4
151;27;159.950569;9.3;5.7
74;1;74.2344635;9.2;4.7
18;0;18;7.8;4.3
0;0;0;7.4;2.7
0;0;0;6.7;2.2
0;0;0;5.8;2.5
0;0;0;5.3;1
0;0;0;5.3;1.6
0;0;0;4.6;1.6
0;0;0;4.3;0.8
0;0;0;4.6;1
0;0;0;4.5;1.8
0;0;0;4.3;2.2
0;0;0;4.8;2.7
0;0;0;4.4;2.9
0;0;0;4.3;3.2
0;0;0;4.3;2.1
7;2;7.035253825;4.5;2.8
33;4;33.55807504;4.5;2.9
26;0;26;5;3.5
82;0;82;5.1;3.9
94;0;94;5.3;4.6
56;0;56;5.3;7.2
70;0;70;5.1;10.2
55;0;55;5.4;9.6
68;28;74.70740829;5.5;8.7
17;47;22.71157498;5.6;8.2
5;0;5;4.5;8.1
0;0;0;3.3;6.9
0;0;0;2.9;6.7
0;0;0;2.6;6.2
0;0;0;2.1;5.8
0;0;0;1.9;5.6
0;0;0;1.8;6.2
0;0;0;1.5;5.8
0;0;0;1.5;5.2
0;0;0;1.4;4.6
0;0;0;0.7;4.2
0;0;0;0.3;4.2
0;0;0;0.1;4
0;0;0;0.1;4.1
6;0;6;0.5;4.2
56;15;58.17052403;0.9;3.9
125;40;135.6155139;1.3;4.7
177;56;196.977328;2.2;4.3
207;60;231.7481131;2.7;3.5
225;93;264.8909674;3.4;3.8
203;65;229.3134578;4.2;3.5
91;0;91;4.2;3.9
56;0;56;4.2;3.5
18;0;18;3.5;3.4
2;0;2;3.2;3
0;0;0;3;2.6
0;0;0;2.8;2.7
0;0;0;2.8;2.6
0;0;0;2.1;2
0;0;0;2.4;3.5
0;0;0;2.3;3.1
0;0;0;2.3;3.3
0;0;0;2.4;2.8
0;0;0;2.2;2.4
0;0;0;2.1;2
0;0;0;1.7;2.3
0;0;0;1.5;2.7
0;0;0;1.2;2.2
6;0;6;1.2;2.1
41;1;41.15005303;1.1;2.6
118;25;124.7692116;1.3;3.2
163;38;176.7664639;2.1;3.4
207;96;247.1304607;3.2;4.2
212;86;249.3622921;4.5;4.6
190;62;215.4448349;4.9;4.4
143;28;152.7279471;5.1;5.8
119;70;136.4911134;5.3;5.6
52;12;53.49360883;4.8;4.9
5;0;5;4.6;4.6
0;0;0;4.3;4.9
0;0;0;3.9;5.4
0;0;0;3.3;6
0;0;0;2;4.7
0;0;0;1.8;5.1
0;0;0;1.8;4.3
0;0;0;1.9;3.8
0;0;0;1.9;3.4
0;0;0;2.1;2.6
0;0;0;2.2;2.9
0;0;0;2.1;2.9
0;0;0;2.2;2.8
0;0;0;2.2;2.6
11;0;11;2.1;3.2
43;1;43.15557248;2.2;3
79;0;79;2.7;2.9
85;0;85;3.2;2.6
73;0;73;3.7;3.1
61;0;61;3.6;2.9
42;0;42;3.3;3.2
37;0;37;3.6;3.3
28;0;28;3.5;2.8
8;0;8;2.9;2.3
1;0;1;2.9;2.3
0;0;0;2.6;1.8
0;0;0;2.5;2.3
0;0;0;2.3;2.1
0;0;0;2.3;2.1
0;0;0;2;2.3
0;0;0;2.2;2.2
0;0;0;2.4;2.3
0;0;0;2.3;2.8
0;0;0;2.1;2.7
0;0;0;2;3
0;0;0;1.5;3
0;0;0;1.3;3.1
0;0;0;1.2;2.6
11;4;11.11726932;1.2;3.3
49;40;55.43659306;1.1;3.1
111;36;121.1522367;1.2;2.7
143;18;149.7225238;1.5;2.2
169;115;218.3637995;2.6;2.1
178;100;222.5572922;3.2;1.9
164;80;197.6955293;3.5;2.7
123;15;128.3706307;3.6;2.8
52;0;52;3.7;3.3
26;0;26;3.5;3.2
1;0;1;3.1;2.4
0;0;0;2.7;1.9
0;0;0;2.3;2.1
0;0;0;2;2.3
0;0;0;1.6;2.1
0;0;0;1.2;1.6
0;0;0;1.1;2.3
0;0;0;1.1;1.5
0;0;0;0.9;1.5
0;0;0;0.8;2.3
0;0;0;0.5;2.1
0;0;0;0.2;2.3
0;0;0;0.4;1.7
0;0;0;0;1.7
13;7;13.22964412;-0.6;1.9
57;90;71.97821031;-0.7;2.2
76;229;141.8438403;-0.1;2.2
94;314;213.0478177;0.9;2.8
176;175;252.1104404;2.2;2.9
175;21;184.4749708;3;2.5
63;0;63;2.3;2.9
89;0;89;2.5;2.5
82;2;82.53077569;2.7;2.7
33;0;33;2.5;2.4
5;0;5;2.2;2.2
0;0;0;1.3;1.4
0;0;0;1.2;1.3
0;0;0;0.6;1.3
0;0;0;0.5;0.9
0;0;0;0;1.3
0;0;0;-0.1;1.1
0;0;0;0.1;1.7
0;0;0;0;1.1
0;0;0;-0.6;1.5
0;0;0;-1.2;1.5
0;0;0;-1.5;0.8
0;0;0;-1.7;1.9
0;0;0;-1.4;2.2
11;3;11.10940788;-1.2;2.5
37;54;46.29345571;-1;2.7
102;31;111.0893899;-0.6;2.4
114;3;115.154336;-0.1;2.9
94;0;94;0.5;3.7
64;0;64;0.9;3.6
51;0;51;1.2;2.8
73;0;73;1.4;2.7
78;3;78.81180134;1.5;2.1
48;16;50.30969922;1.5;1.8
6;0;6;1.5;2.1
0;0;0;1.4;1.2
0;0;0;1.3;1.4
0;0;0;1.5;1
0;0;0;1.5;0.8
0;0;0;2.1;1.2
0;0;0;2.2;1.8
0;0;0;1.6;1.2
0;0;0;1.4;1.1
0;0;0;1.1;1.2
0;0;0;1;1
0;0;0;1.3;1
0;0;0;1.6;1.7
0;0;0;1.7;1.4
9;0;9;2;1.4
29;52;38.23520206;2.5;2.4
92;17;97.0808621;2.7;2.4
88;0;88;2.9;3
89;0;89;3.3;2.9
86;0;86;3.7;3.2
81;0;81;4.1;2
93;0;93;4.5;1.8
73;0;73;4.8;1
37;2;37.29872554;4.9;1.1
5;0;5;4.9;1.1
0;0;0;4.2;1
0;0;0;3.5;1.4
0;0;0;3.1;1.9
0;0;0;2.5;1.5
0;0;0;1.7;1.4
0;0;0;1.3;1.1
0;0;0;0.6;1.3
0;0;0;0.4;1.6
0;0;0;0.1;2
0;0;0;-0.2;2
0;0;0;0.1;2.4
0;0;0;-0.1;3
0;0;0;0.2;3.3
11;0;11;0.7;3.4
77;14;79.56571123;1.5;4.3
101;2;101.6090637;2.2;4
72;0;72;3.4;4.2
119;0;119;4.4;4.9
85;0;85;5.2;5.4
63;0;63;5.4;5.8
51;0;51;5.7;5.3
44;0;44;6.2;4.9
29;0;29;6.7;5.4
1;0;1;7.3;5.3
0;0;0;7.8;4.6
0;0;0;7.3;3.4
0;0;0;7;3.6
0;0;0;6.4;3.5
0;0;0;6;3.9
0;0;0;5.6;4.1
0;0;0;5.1;3.5
0;0;0;4.9;2.7
0;0;0;4.7;2.9
0;0;0;4.5;2.6
0;0;0;4.6;3
0;0;0;4.5;3.6
0;0;0;3.3;2.5
4;0;4;3.1;2
37;0;37;2.3;1.7
68;0;68;2.4;2.3
106;1;106.4021076;2.8;2
144;123;200.3184916;3.8;3.8
145;9;149.2640275;4.9;4.8
47;0;47;4.7;4.6
38;0;38;4.9;5.7
28;0;28;5.1;5.6
33;0;33;5.4;5.9
6;0;6;5.1;5.1
0;0;0;4.5;4.6
0;0;0;4.1;5.3
0;0;0;4.1;5.5
0;0;0;4.2;5.5
0;0;0;4.3;5.4
0;0;0;4.5;6
0;0;0;4.6;5.3
0;0;0;4.4;5.3
0;0;0;4.8;6
0;0;0;4.9;5.3
0;0;0;5;5.8
0;0;0;4.8;5.6
0;0;0;4.3;4.7
18;6;18.32238153;3.7;4.2
93;51;102.9321455;4.7;5.1
163;138;206.6509733;5.5;5.5
199;37;214.0964365;5.5;5.6
250;149;319.0771972;6.4;5.3
233;42;253.1436627;6.3;5.5
86;0;86;6.1;4.3
55;0;55;6.2;4.1
59;0;59;6.4;3.1
21;0;21;6.7;2.8
2;0;2;6.8;2.1
0;0;0;6.8;2.4
0;0;0;6.6;2.4
0;0;0;6.7;2.6
0;0;0;6.4;2.1
0;0;0;5.8;2.5
0;0;0;5.7;2.3
0;0;0;5.6;2.2
0;0;0;5.2;1.8
0;0;0;4.6;1.3
0;0;0;3.7;1.3
0;0;0;3;1
0;0;0;2.7;1.6
0;0;0;1.7;1.7
15;20;16.17218913;1.8;1.8
52;125;77.07062365;2;2.6
69;246;148.2367153;3.4;3.8
82;335;220.6561629;5.7;4
99;379;276.9297223;6.9;5.7
104;392;294.2248614;8.1;5.9
118;331;270.274837;8.9;5.9
111;256;212.3006837;9;6
91;171;141.7371112;9.7;6.4
58;70;69.86650593;9.9;6.1
13;5;13.16228711;9.4;4
0;0;0;8.8;4.4
0;0;0;8.1;5
0;0;0;7.6;5.2
0;0;0;7.4;5.4
0;0;0;6.8;5.3
0;0;0;6.2;5.2
0;0;0;5.5;5
0;0;0;5;5
0;0;0;4.6;5.2
0;0;0;4.6;5.6
0;0;0;4.6;5.8
0;0;0;4.5;6.4
0;0;0;4.3;6
15;24;16.53205479;4.5;5.5
46;150;76.95624464;4.8;6.4
80;203;146.5926067;5.9;7.2
158;72;188.223363;6.6;8.8
171;34;187.1607822;7.3;8.5
173;33;189.2048415;7.8;8.6
162;59;189.4803694;8.1;9.3
138;42;154.8482394;8.3;8.5
102;56;118.9047626;8.7;8
56;50;64.72537592;8.3;5.7
12;6;12.2146297;7.6;5.2
0;0;0;7.8;4.9
0;0;0;7.3;5.4
0;0;0;6.7;4.5
0;0;0;6.5;5.1
0;0;0;6;4.9
0;0;0;5.9;4.5
0;0;0;5.7;4.3
0;0;0;5.7;4
0;0;0;5;5.2
0;0;0;4.5;4.3
0;0;0;4.2;4.3
0;0;0;4.2;5
0;0;0;3.9;4.3
15;0;15;4;4.2
72;5;73.06174114;4.1;3.7
127;81;154.0516815;5;5.9
157;10;161.2577929;5.4;5.9
119;0;119;5.2;4.9
82;0;82;5.6;3.8
121;0;121;5.4;5.2
164;46;182.7025509;6.3;5.2
98;1;98.30702443;6.5;5.3
65;2;65.35897811;6.5;5
9;0;9;4.3;3.7
0;0;0;3.1;3.5
0;0;0;3;2.9
0;0;0;3.1;2.9
0;0;0;2.8;3.6
0;0;0;1.7;3.9
0;0;0;2.1;3.2
0;0;0;1.3;2.8
0;0;0;1.1;2.5
0;0;0;0.6;2.1
0;0;0;0.2;2
0;0;0;-0.1;2.7
0;0;0;-0.2;2.6
0;0;0;-0.3;2.3
31;15;32.1246809;-0.5;2.5
80;73;95.93689044;-1;2.5
102;191;166.9497996;-0.1;2.6
110;304;241.2105013;1.9;3.2
129;330;289.6919391;3.6;3.9
172;281;313.1790215;5;4.3
204;182;290.7870578;4.9;4.7
171;166;239.390591;5;5.3
124;133;165.5405442;4.8;5
80;41;87.56310555;4.7;4.8
21;1;21.04257316;4;4.4
0;0;0;3.3;3.9
0;0;0;2.7;4
0;0;0;2.1;4.3
0;0;0;1.6;4.7
0;0;0;2.1;5.2
0;0;0;2.7;5.8
0;0;0;2.9;6.3
0;0;0;2.4;6.2
0;0;0;2;6.1
0;0;0;1.8;5.9
0;0;0;1.4;5.4
0;0;0;1;5
0;0;0;0.7;4.2
29;24;30.9414749;0.5;3.8
57;131;86.37946968;0.9;4.6
98;184;161.6554084;1.6;4.9
120;258;232.8973516;2.8;5.5
118;334;282.6216561;3.8;5.8
150;305;304.9826298;4.8;5.8
201;164;280.1079148;4.9;5.4
165;159;231.3400015;5.3;5.5
130;72;152.8578519;5.4;5.8
73;10;74.894382;5.3;5.9
13;0;13;4.9;5.6
0;0;0;4.8;5.1
0;0;0;5.3;5.7
0;0;0;5.2;6.1
0;0;0;4.9;5.8
0;0;0;5;6.3
0;0;0;4.9;6.1
0;0;0;4.9;5.3
0;0;0;5;5.5
0;0;0;5.2;6.1
0;0;0;5.4;5.2
0;0;0;5.5;5
0;0;0;5.3;5.3
0;0;0;5.4;5.1
8;0;8;5.7;5.2
32;0;32;6.2;5
51;0;51;6.5;5.5
77;0;77;6.9;5.5
76;0;76;7.2;4.9
80;0;80;7.3;5.1
72;0;72;7.3;4.4
67;0;67;7.7;4.2
46;0;46;7.9;3
33;0;33;8;3
9;0;9;7.7;3.1
0;0;0;7.9;3
0;0;0;8.2;3.5
0;0;0;8.1;3
0;0;0;7.9;3.3
0;0;0;7.9;3
0;0;0;7.8;2.8
0;0;0;7.7;3
0;0;0;7.3;2.7
0;0;0;7.3;2.8
0;0;0;7;2.8
0;0;0;7;2.5
0;0;0;6.9;2.4
0;0;0;7;2.5
19;0;19;7.1;2.5
62;0;62;7.3;2
90;0;90;7.6;1.6
87;0;87;7.9;2.3
98;0;98;8.3;2.5
135;0;135;8.9;3
111;0;111;9.2;3.5
124;0;124;9.5;3.4
62;0;62;9.3;3.7
34;0;34;8.9;3.2
9;0;9;8.5;2.9
0;0;0;8.3;2.4
0;0;0;8.2;2.7
0;0;0;8.1;3.2
0;0;0;7.9;3.5
0;0;0;7.9;3.6
0;0;0;7.9;3.9
0;0;0;7.9;4.2
0;0;0;7.8;3.9
0;0;0;7.4;3.3
0;0;0;7.2;4.2
0;0;0;7.3;5.2
0;0;0;7.3;4.2
0;0;0;7.2;4.3
31;6;31.60217029;7.2;4.4
97;26;103.298775;7.8;5.2
154;140;204.9462219;8.5;6.9
218;105;265.8159005;9.6;6.6
203;16;211.1686867;9.9;7.3
192;7;195.6783016;9.8;7.2
161;4;162.9963713;9.9;7.5
150;4;151.7340072;9.2;7
57;0;57;8.1;6.6
34;0;34;8;7
11;0;11;8;7
0;0;0;8;6.4
0;0;0;8.4;7
0;0;0;9;8.3
0;0;0;9;9
0;0;0;9.1;9.2
0;0;0;9.6;8.6
0;0;0;8.6;7.5
0;0;0;8.5;8.4
0;0;0;8.2;8
0;0;0;8.5;9.6
0;0;0;9.4;9.3
0;0;0;9.4;9.9
0;0;0;9.2;9.9
12;0;12;6.8;9.3
70;3;70.74505532;7.9;8.3
107;1;107.3700711;7.6;9
139;1;139.461439;7.7;10.1
147;186;243.0474006;9.3;9.4
138;0;138;7.2;10.6
185;61;215.7761851;9.4;11.6
86;264;201.8542073;9.8;11.3
119;37;131.5150735;7.9;9.6
68;3;68.62834371;9.3;10.9
6;0;6;6.7;7.5
0;0;0;6.2;5.7
0;0;0;7.7;7.6
0;0;0;6.1;7
0;0;0;7;9.2
0;0;0;6.3;7.2
0;0;0;6.1;7.2
0;0;0;6;7
0;0;0;5.7;6.2
0;0;0;5.7;6.6
0;0;0;5.7;5.4
0;0;0;5.6;5
0;0;0;5.2;4.8
0;0;0;5.1;5
34;36;38.13149581;5.8;5.6
78;109;105.7516124;6.3;5.7
157;73;184.452566;6.8;6.5
204;95;248.4093661;7.9;6.2
228;134;297.9749213;9.3;6.8
236;67;271.9694817;9.5;8.5
191;13;197.6312042;9.7;6.5
197;83;233.8657883;10.6;5.4
139;126;182.2598154;10.5;4.1
91;39;99.36138125;10.5;4.7
29;9;29.60273433;9.9;2.8
0;0;0;9.5;2.6
0;0;0;9.1;3
0;0;0;8.5;3
0;0;0;8.1;3.2
0;0;0;7.5;3.1
0;0;0;6.9;3.5
0;0;0;6.5;3.5
0;0;0;6.1;4
0;0;0;5.5;4
0;0;0;5.4;4.2
0;0;0;5.5;4
0;0;0;5.4;4.2
0;0;0;5.4;4.8
21;15;22.833237;6;4.8
63;5;64.30336506;6.7;4.9
112;10;115.8219964;7.7;5.4
142;10;146.734734;9;5.4
144;0;144;9.7;5.8
140;0;140;10;5.9
145;10;150.157859;10.2;6
107;0;107;10.2;5.6
84;0;84;10.4;5.8
52;0;52;10.2;5
10;0;10;9.7;5
0;0;0;9.4;4.4
0;0;0;8.8;4.4
0;0;0;8.7;4.3
0;0;0;8.8;5.8
0;0;0;8.6;4.9
0;0;0;7.3;10.7
0;0;0;6.9;6.4
0;0;0;6.5;7.6
0;0;0;6.3;8.7
0;0;0;6.3;10.3
0;0;0;5.8;9.3
0;0;0;5.1;9.9
0;0;0;4.7;10.1
33;10;34.30007055;4.3;8.4
90;32;98.54086366;5.1;7.7
144;32;156.4262373;6;7.2
174;27;186.9453622;6.4;7.7
198;40;219.3563879;7;6.8
196;18;205.8666507;7.6;8.1
190;28;204.5924407;7.8;7.7
132;185;216.1320572;8.2;6.7
78;183;142.6858964;9.1;6.5
42;120;68.93290135;8.8;6.7
24;20;25.52393924;8.3;3.7
0;0;0;8.4;2.3
0;0;0;8.1;3
0;0;0;7.1;4
0;0;0;6.9;4.3
0;0;0;6.6;4.4
0;0;0;6.2;3.8
0;0;0;5.7;3.9
0;0;0;5.3;3.6
0;0;0;4.9;3.6
0;0;0;4.6;3.6
0;0;0;4.5;4
0;0;0;4.3;3.8
0;0;0;4.8;4
40;30;44.14408056;5.5;3.4
82;128;116.9378477;6.9;4.2
114;225;202.7452006;9;4.7
145;290;285.7718295;11.4;4.7
156;351;345.469671;13.4;5.1
184;326;364.5477943;14.4;5
202;258;337.8780465;15.3;5.5
168;240;278.4107579;15.2;5.6
130;179;194.2061918;14.8;5.1
96;46;106.5510326;14.3;4.3
32;7;32.56748123;13.6;2.5
0;0;0;12.4;1.9
0;0;0;10.8;2.2
0;0;0;10;1.9
0;0;0;9.1;1.3
0;0;0;8.9;1.8
0;0;0;8.4;1.6
0;0;0;8.2;2.1
0;0;0;7.7;2
0;0;0;7;1.8
0;0;0;6.7;1.6
0;0;0;6.5;1.6
0;0;0;6.2;1.7
0;0;0;6.6;1.1
36;3;36.40662796;7.2;1.2
102;14;105.9082219;8.5;1.5
161;21;169.4106882;9.6;1.6
200;30;214.7407956;10.8;1.4
224;34;242.5525508;12.2;1.2
200;8;204.4758581;12.8;1.2
232;77;272.9745975;14;1.4
201;119;256.3713632;14.7;1.3
152;46;168.7394729;14.5;2.1
71;1;71.23429383;14;1.5
22;0;22;13.4;1.2
0;0;0;12.6;1.2
0;0;0;12;1.7
0;0;0;11.7;1.4
0;0;0;10.6;1.6
0;0;0;10.7;1.3
0;0;0;10.5;1.5
0;0;0;10;1.7
0;0;0;9.9;1.4
0;0;0;9.7;1.8
0;0;0;9.2;1.6
0;0;0;8.9;1.6
0;0;0;8.4;2
1;0;1;8.3;1.4
38;2;38.28353027;8.5;1.8
91;2;91.57070766;9.4;1.7
166;18;173.3183895;10.2;3.2
225;137;293.1476708;10.3;3.6
258;109;318.1135314;11.4;3.8
182;0;182;11.4;4.3
85;0;85;9.6;4.3
78;0;78;8.8;4.1
58;0;58;8.6;3.6
46;0;46;8.4;3
17;0;17;8.1;3.1
0;0;0;7.1;3.5
0;0;0;5.9;3.6
0;0;0;5.5;3.7
0;0;0;4.6;3.9
0;0;0;4.1;3.4
0;0;0;3.7;2.9
0;0;0;3.3;2.7
0;0;0;2.7;2.9
0;0;0;2.2;2.9
0;0;0;2.1;2.6
0;0;0;1.7;2.9
0;0;0;2.1;2.6
3;0;3;2.4;3.1
55;7;56.03587417;2.7;3.6
129;14;133.0815188;3.3;4
158;3;159.2383595;4.1;4.6
134;0;134;4.7;5
119;0;119;5;5.3
104;0;104;4.3;5.6
84;0;84;3.9;5.7
55;0;55;4;5.7
43;0;43;3.7;5.1
40;0;40;3.7;5.3
18;0;18;3.2;5.6
0;0;0;2.9;6.2
0;0;0;2.3;5.7
0;0;0;1.9;5.7
0;0;0;1.7;5
0;0;0;1.9;5.3
0;0;0;1.7;5.6
0;0;0;1.7;5.2
0;0;0;1.7;5.4
0;0;0;1.4;5.8
0;0;0;1;5.1
0;0;0;0.8;4.7
0;0;0;0.9;4.6
0;0;0;1.1;4.3
18;0;18;1.3;4.5
87;1;87.29754151;1;4.8
168;50;188.9409116;0.9;4.3
205;33;221.8082807;1.2;4.6
156;0;156;1.3;5.4
155;0;155;1.5;5.8
118;0;118;1.8;5.2
80;0;80;2;4.9
57;0;57;2;4.4
45;0;45;2;4.9
19;0;19;2;4.3
0;0;0;2;4.5
0;0;0;2;4.5
0;0;0;2;3.9
0;0;0;2;3.8
0;0;0;2;4.1
0;0;0;2;3.9
0;0;0;2;3.7
0;0;0;1.9;3.7
0;0;0;1.9;3.9
0;0;0;1.8;3.6
0;0;0;1.9;3.5
0;0;0;1.9;3
3;0;3;1.9;3.6
15;0;15;1.7;3.7
69;0;69;1.8;3.5
115;0;115;2.3;3.9
139;0;139;2.8;3.9
178;0;178;3.2;3.8
184;1;184.581981;3.6;3.8
142;0;142;3.5;3.3
125;0;125;3.8;3.4
95;0;95;3.9;3.4
60;0;60;3.7;3.4
14;0;14;3.4;3.5
0;0;0;3.5;2.5
0;0;0;3.3;2.4
0;0;0;3.5;2.3
0;0;0;3.5;2.6
0;0;0;3.8;1.5
0;0;0;3.8;1.6
0;0;0;4;1.8
0;0;0;4;1.5
0;0;0;4;1.7
0;0;0;4;1.4
0;0;0;4;1.9
0;0;0;4.3;2.1
3;0;3;4.1;2.4
47;2;47.33319331;4.3;3
106;5;107.5492341;4.7;2.9
167;12;172.1699136;5.1;2.9
237;119;299.017873;6.7;2.5
205;329;394.0357643;9.7;2.4
196;377;417.4885617;12.1;3.3
198;340;388.0763882;13.4;3.4
181;283;320.0548383;14.4;3.4
150;200;227.7926334;14.7;3.1
116;79;136.433386;14.4;3
50;16;51.80570216;13.4;2.1
2;0;2;12.5;2.5
0;0;0;11.9;2.9
0;0;0;11;3.9
0;0;0;9.8;3.6
0;0;0;8.7;3.2
0;0;0;7.8;2.5
0;0;0;7.1;2.3
0;0;0;6.2;2.1
0;0;0;5.8;2.1
0;0;0;5.5;2.1
0;0;0;5.6;2.1
0;0;0;5.4;1.8
10;0;10;5.5;2.3
68;37;74.39318208;5.9;2.3
131;119;168.6213531;7.2;2.3
170;232;271.3744379;9.6;2.3
196;326;367.7875893;11.8;2.7
233;318;417.5279608;14.5;3.3
268;257;420.4364376;16;3.7
253;260;399.7790734;17.1;4.2
202;275;338.5428713;18.3;4.6
163;204;243.3641496;18;5
118;99;144.0900976;17.7;4.6
50;7;50.82882778;17.1;3.5
0;0;0;15.9;3.4
0;0;0;14.4;4.3
0;0;0;13.4;4
0;0;0;12.2;4.6
0;0;0;11.7;4.6
0;0;0;11.7;5.2
0;0;0;12.4;5.3
0;0;0;12.3;6.3
0;0;0;11.7;5.4
0;0;0;10.8;5.4
0;0;0;10.5;5.2
0;0;0;8.6;2.6
13;9;13.29682667;8.4;4.4
60;96;77.18149754;8.9;5.6
133;46;147.824222;10.1;6.4
190;121;243.6116141;11.2;6.6
202;12;208.3945153;11;8
98;0;98;10.5;8.9
96;0;96;9.7;8.6
76;0;76;10.2;9.3
53;0;53;9.9;8.5
64;0;64;9.8;7.5
55;0;55;9.8;7.1
34;0;34;9.5;7.8
1;0;1;9.2;6.3
0;0;0;9.1;6.3
0;0;0;9;6.2
0;0;0;8.9;6.2
0;0;0;8.2;5.9
0;0;0;7.3;5.3
0;0;0;6.4;4.7
0;0;0;5.5;4.2
0;0;0;4.8;4
0;0;0;4.7;4
0;0;0;4.7;4
0;0;0;4.6;3.9
10;1;10.03716695;4.6;4.2
50;31;55.73971495;4.8;4.9
115;17;120.5823262;5;5.2
166;18;174.0821283;5;4.9
185;11;190.9264786;5.5;5.2
137;0;137;5.9;5.7
226;34;246.5374581;6;5.5
214;58;247.3503046;7.1;7
186;77;225.0225418;5.5;4.9
146;42;162.9556092;7.2;5.7
88;4;89.09247935;7.1;5.2
35;0;35;6.6;5.5
2;0;2;6.5;4.5
0;0;0;5.7;4.9
0;0;0;5;3.9
0;0;0;4.9;4.5
0;0;0;5;4.4
0;0;0;5.1;5.1
0;0;0;5.6;5.5
0;0;0;5.5;5
0;0;0;5.5;5.4
0;0;0;5.6;5.3
0;0;0;5.7;4.4
0;0;0;5.8;4.6
4;0;4;5.8;4.7
57;4;57.76597702;5.6;4.5
100;0;100;5.5;4.4
158;4;159.8196932;5.7;5.3
190;6;193.2669559;5.7;4.5
256;40;279.8882103;6.6;4
254;33;274.1119664;8.1;4.4
