time(UTC),dhi,dni,ghi,temp_air,wind_speed
2045-01-03 14:00:00,48,0,48,7.3,5.4
2045-01-03 15:00:00,13,0,13,7.1,5.6
2045-01-03 16:00:00,0,0,0,7.1,5.1
2045-01-03 17:00:00,0,0,0,7,5
2045-01-03 18:00:00,0,0,0,7.4,4.7
2045-01-03 19:00:00,0,0,0,7.4,3.7
2045-01-03 20:00:00,0,0,0,7.2,4.1
2045-01-03 21:00:00,0,0,0,7.2,4.7
2045-01-03 22:00:00,0,0,0,7,4.6
2045-01-03 23:00:00,0,0,0,6.7,5.1
2045-01-04 00:00:00,0,0,0,6.7,5
2045-01-04 01:00:00,0,0,0,6.6,4.6
2045-01-04 02:00:00,0,0,0,6.2,5.6
2045-01-04 03:00:00,0,0,0,5.9,5.5
2045-01-04 04:00:00,0,0,0,6.2,5.3
2045-01-04 05:00:00,0,0,0,6.6,5.7
2045-01-04 06:00:00,0,0,0,6.5,5.7
2045-01-04 07:00:00,0,0,0,6.2,4.9
2045-01-04 08:00:00,6,0,6,6.6,4.1
2045-01-04 09:00:00,19,0,19,6.5,3.9
2045-01-04 10:00:00,33,0,33,6.3,4.1
2045-01-04 11:00:00,31,0,31,6.6,3.6
2045-01-04 12:00:00,49,0,49,6.6,2.9
2045-01-04 13:00:00,55,0,55,6.7,3.3
2045-01-04 14:00:00,63,9,64.43272798,6.7,3
2045-01-04 15:00:00,16,0,16,6.5,3.4
2045-01-04 16:00:00,0,0,0,6.2,3.3
2045-01-04 17:00:00,0,0,0,5.9,3.5
2045-01-04 18:00:00,0,0,0,5.8,4.6
2045-01-04 19:00:00,0,0,0,5.6,4
2045-01-04 20:00:00,0,0,0,5.3,4.1
2045-01-04 21:00:00,0,0,0,5.4,4.7
2045-01-04 22:00:00,0,0,0,5.6,4.5
2045-01-04 23:00:00,0,0,0,5.8,4.7
2045-01-05 00:00:00,0,0,0,6.1,5.6
2045-01-05 01:00:00,0,0,0,7,6.1
2045-01-05 02:00:00,0,0,0,7.3,6.6
2045-01-05 03:00:00,0,0,0,7.3,6.8
2045-01-05 04:00:00,0,0,0,7.1,8.4
2045-01-05 05:00:00,0,0,0,6.3,8.7
2045-01-05 06:00:00,0,0,0,5.7,8.1
2045-01-05 07:00:00,0,0,0,5.1,8
2045-01-05 08:00:00,4,0,4,5,7.9
2045-01-05 09:00:00,42,32,45.70572761,4.6,7.9
2045-01-05 10:00:00,65,105,85.71809066,4.8,7
2045-01-05 11:00:00,88,133,120.5133518,5.1,7.5
2045-01-05 12:00:00,105,100,130.426437,5.7,7.1
2045-01-05 13:00:00,102,56,114.6543922,5.8,6.4
2045-01-05 14:00:00,72,24,75.87849171,6.1,5.8
2045-01-05 15:00:00,26,3,26.19725433,5.8,4.3
2045-01-05 16:00:00,0,0,0,4.9,3.2
2045-01-05 17:00:00,0,0,0,4.6,2.4
2045-01-05 18:00:00,0,0,0,3.9,2.2
2045-01-05 19:00:00,0,0,0,3.9,2.3
2045-01-05 20:00:00,0,0,0,3.4,2
2045-01-05 21:00:00,0,0,0,3,1.8
2045-01-05 22:00:00,0,0,0,2.7,2
2045-01-05 23:00:00,0,0,0,2,1.6
2045-01-06 00:00:00,0,0,0,1.5,1.7
2045-01-06 01:00:00,0,0,0,1.2,2
2045-01-06 02:00:00,0,0,0,0.9,2.1
2045-01-06 03:00:00,0,0,0,1,2.5
2045-01-06 04:00:00,0,0,0,0.8,2
2045-01-06 05:00:00,0,0,0,0.1,2.5
2045-01-06 06:00:00,0,0,0,0.1,2.6
2045-01-06 07:00:00,0,0,0,0.4,2.5
2045-01-06 08:00:00,8,4,8.075393759,0.7,3.1
2045-01-06 09:00:00,34,4,34.46737631,0.8,3.6
2045-01-06 10:00:00,43,112,65.23342385,1.3,3.1
2045-01-06 11:00:00,49,181,93.55374604,2.7,3.7
2045-01-06 12:00:00,56,181,102.3883765,4,4.7
2045-01-06 13:00:00,59,144,91.8825253,4.7,4.9
2045-01-06 14:00:00,55,71,66.64504226,5,4.9
2045-01-06 15:00:00,26,12,26.82245201,5.2,3.8
2045-01-06 16:00:00,0,0,0,4.9,4
2045-01-06 17:00:00,0,0,0,4.5,3.8
2045-01-06 18:00:00,0,0,0,4.4,3.7
2045-01-06 19:00:00,0,0,0,4.1,3.5
2045-01-06 20:00:00,0,0,0,3.8,4
2045-01-06 21:00:00,0,0,0,3.5,3.3
2045-01-06 22:00:00,0,0,0,3.6,3
2045-01-06 23:00:00,0,0,0,3.9,2.5
2045-01-07 00:00:00,0,0,0,4.4,2.7
2045-01-07 01:00:00,0,0,0,4.7,3
2045-01-07 02:00:00,0,0,0,4.6,3.2
2045-01-07 03:00:00,0,0,0,4.9,3.4
2045-01-07 04:00:00,0,0,0,5.1,3.3
2045-01-07 05:00:00,0,0,0,5.2,2.9
2045-01-07 06:00:00,0,0,0,5.4,3.2
2045-01-07 07:00:00,0,0,0,5.6,3
2045-01-07 08:00:00,5,0,5,5.7,3.1
2045-01-07 09:00:00,22,0,22,6.1,2.2
2045-01-07 10:00:00,48,0,48,6.2,3.1
2045-01-07 11:00:00,75,0,75,6.5,3.6
2045-01-07 12:00:00,122,34,130.7883832,7,3.7
2045-01-07 13:00:00,107,23,112.306769,7.8,2.8
2045-01-07 14:00:00,62,5,62.83298328,7.6,3.3
2045-01-07 15:00:00,14,0,14,7.7,2.7
2045-01-07 16:00:00,0,0,0,7.4,2.5
2045-01-07 17:00:00,0,0,0,6.9,3.4
2045-01-07 18:00:00,0,0,0,6.5,3.5
2045-01-07 19:00:00,0,0,0,5.9,3.5
2045-01-07 20:00:00,0,0,0,5.3,3.2
2045-01-07 21:00:00,0,0,0,5,3.2
2045-01-07 22:00:00,0,0,0,4.9,3.5
2045-01-07 23:00:00,0,0,0,4.3,2.9
2045-01-08 00:00:00,0,0,0,3.6,3.1
2045-01-08 01:00:00,0,0,0,3.2,2.9
2045-01-08 02:00:00,0,0,0,3.2,2.5
2045-01-08 03:00:00,0,0,0,2.9,3.3
2045-01-08 04:00:00,0,0,0,2.5,3
2045-01-08 05:00:00,0,0,0,2.5,3.2
2045-01-08 06:00:00,0,0,0,2.2,2.9
2045-01-08 07:00:00,0,0,0,2.4,2.7
2045-01-08 08:00:00,9,5,9.100349694,2.7,3.1
2045-01-08 09:00:00,39,51,45.09163045,2.5,3.3
2045-01-08 10:00:00,58,120,82.23192222,3.1,4.3
2045-01-08 11:00:00,78,142,113.5059699,4.2,4.7
2045-01-08 12:00:00,85,147,123.3189327,5.2,4.9
2045-01-08 13:00:00,98,67,113.6180972,5.8,5
2045-01-08 14:00:00,61,4,61.67739802,6.3,4.1
2045-01-08 15:00:00,11,0,11,6.4,3.8
2045-01-08 16:00:00,0,0,0,6.5,3.1
2045-01-08 17:00:00,0,0,0,6.4,3.4
2045-01-08 18:00:00,0,0,0,6.5,3.6
2045-01-08 19:00:00,0,0,0,6.4,3
2045-01-08 20:00:00,0,0,0,6.5,2.8
2045-01-08 21:00:00,0,0,0,6.4,2.7
2045-01-08 22:00:00,0,0,0,6.1,2.7
2045-01-08 23:00:00,0,0,0,6.2,2.6
2045-01-09 00:00:00,0,0,0,6.2,2.3
2045-01-09 01:00:00,0,0,0,6.3,2.9
2045-01-09 02:00:00,0,0,0,6.1,1.8
2045-01-09 03:00:00,0,0,0,5.6,1.4
2045-01-09 04:00:00,0,0,0,5.5,1.4
2045-01-09 05:00:00,0,0,0,5.5,1.8
2045-01-09 06:00:00,0,0,0,5.6,1.9
2045-01-09 07:00:00,0,0,0,5.7,1.9
2045-01-09 08:00:00,4,0,4,5.9,2
2045-01-09 09:00:00,33,1,33.12100314,5.9,2.3
2045-01-09 10:00:00,61,3,61.61092525,6.2,2.4
2045-01-09 11:00:00,78,3,78.75620807,6.5,2.4
2045-01-09 12:00:00,82,5,83.31515607,6.4,2.4
2045-01-09 13:00:00,54,0,54,6.3,2.7
2045-01-09 14:00:00,37,0,37,6.1,2.3
2045-01-09 15:00:00,20,0,20,6,2.8
2045-01-09 16:00:00,0,0,0,5.8,3
2045-01-09 17:00:00,0,0,0,5.4,3.1
2045-01-09 18:00:00,0,0,0,4.9,3.7
2045-01-09 19:00:00,0,0,0,4.4,2.4
2045-01-09 20:00:00,0,0,0,4.6,1.8
2045-01-09 21:00:00,0,0,0,4.6,2.2
2045-01-09 22:00:00,0,0,0,4.5,2.6
2045-01-09 23:00:00,0,0,0,4.5,2.5
2045-01-10 00:00:00,0,0,0,4.3,2.9
2045-01-10 01:00:00,0,0,0,3.9,2.4
2045-01-10 02:00:00,0,0,0,3.5,2.2
2045-01-10 03:00:00,0,0,0,2.8,2.8
2045-01-10 04:00:00,0,0,0,2,2.5
2045-01-10 05:00:00,0,0,0,1.3,3.1
2045-01-10 06:00:00,0,0,0,0.9,2.9
2045-01-10 07:00:00,0,0,0,1,3.2
2045-01-10 08:00:00,5,0,5,1.2,2.7
2045-01-10 09:00:00,42,4,42.49024897,1.8,2.4
2045-01-10 10:00:00,38,0,38,2.3,2.4
2045-01-10 11:00:00,31,0,31,2.8,2.7
2045-01-10 12:00:00,26,0,26,3,3
2045-01-10 13:00:00,22,0,22,3.2,2.4
2045-01-10 14:00:00,16,0,16,3.5,2.3
2045-01-10 15:00:00,5,0,5,3.4,2.2
2045-01-10 16:00:00,0,0,0,3.3,1.8
2045-01-10 17:00:00,0,0,0,3,1.9
2045-01-10 18:00:00,0,0,0,3.1,2.6
2045-01-10 19:00:00,0,0,0,2.6,2.4
2045-01-10 20:00:00,0,0,0,2.5,2
2045-01-10 21:00:00,0,0,0,2.7,2.3
2045-01-10 22:00:00,0,0,0,2.6,2.7
2045-01-10 23:00:00,0,0,0,2.5,2.4
2045-01-11 00:00:00,0,0,0,2.5,3
2045-01-11 01:00:00,0,0,0,2.4,3
2045-01-11 02:00:00,0,0,0,2.3,3.4
2045-01-11 03:00:00,0,0,0,2,3.1
2045-01-11 04:00:00,0,0,0,1.3,3.8
2045-01-11 05:00:00,0,0,0,0.9,4.1
2045-01-11 06:00:00,0,0,0,0.8,3.5
2045-01-11 07:00:00,0,0,0,0.8,3.9
2045-01-11 08:00:00,0,0,0,0.9,4
2045-01-11 09:00:00,27,0,27,1.1,4
2045-01-11 10:00:00,74,73,89.15262754,1.3,3.4
2045-01-11 11:00:00,99,127,131.613022,1.6,3.8
2045-01-11 12:00:00,102,145,140.8714841,2.1,3.8
2045-01-11 13:00:00,94,123,123.6938995,2.6,3.6
2045-01-11 14:00:00,77,61,87.86503271,3.1,2.8
2045-01-11 15:00:00,35,10,35.85243027,2.8,2.8
2045-01-11 16:00:00,1,0,1,2.4,3.3
2045-01-11 17:00:00,0,0,0,1.2,3.6
2045-01-11 18:00:00,0,0,0,0,2.6
2045-01-11 19:00:00,0,0,0,-0.9,2.4
2045-01-11 20:00:00,0,0,0,-1.4,2.7
2045-01-11 21:00:00,0,0,0,-1.6,2.4
2045-01-11 22:00:00,0,0,0,-1.7,2.7
2045-01-11 23:00:00,0,0,0,-1.8,2.6
2045-01-12 00:00:00,0,0,0,-1.7,2.4
2045-01-12 01:00:00,0,0,0,-1.4,2.9
2045-01-12 02:00:00,0,0,0,-1.5,2.6
2045-01-12 03:00:00,0,0,0,-1.3,2.8
2045-01-12 04:00:00,0,0,0,-1.3,2.6
2045-01-12 05:00:00,0,0,0,-1.2,1.9
2045-01-12 06:00:00,0,0,0,-1.8,2.4
2045-01-12 07:00:00,0,0,0,-2,2.1
2045-01-12 08:00:00,10,4,10.09354112,-2,2
2045-01-12 09:00:00,48,43,53.42655567,-1.7,2.5
2045-01-12 10:00:00,78,104,99.81807837,-1.1,2.8
2045-01-12 11:00:00,97,144,134.318493,0,3.5
2045-01-12 12:00:00,101,152,142.1823438,1,3.8
2045-01-12 13:00:00,94,124,124.2922143,2.2,4.2
2045-01-12 14:00:00,79,52,88.42269971,2.5,4.7
2045-01-12 15:00:00,32,5,32.44620988,2.1,3.8
2045-01-12 16:00:00,0,0,0,1.5,4
2045-01-12 17:00:00,0,0,0,0.9,3.6
2045-01-12 18:00:00,0,0,0,0.3,3.7
2045-01-12 19:00:00,0,0,0,0.1,2.8
2045-01-12 20:00:00,0,0,0,-0.2,2.5
2045-01-12 21:00:00,0,0,0,-0.6,2.8
2045-01-12 22:00:00,0,0,0,-0.9,3.5
2045-01-12 23:00:00,0,0,0,-1.5,2.9
2045-01-13 00:00:00,0,0,0,-1.6,2.8
2045-01-13 01:00:00,0,0,0,-1.7,3.2
2045-01-13 02:00:00,0,0,0,-1.9,3
2045-01-13 03:00:00,0,0,0,-2.3,3.1
2045-01-13 04:00:00,0,0,0,-2.6,2.6
2045-01-13 05:00:00,0,0,0,-2.4,3.3
2045-01-13 06:00:00,0,0,0,-3,3.5
2045-01-13 07:00:00,0,0,0,-3.3,2.8
2045-01-13 08:00:00,10,0,10,-3.5,2.9
2045-01-13 09:00:00,43,43,48.51588267,-3.2,3.4
2045-01-13 10:00:00,66,119,91.22884608,-2.7,3.6
2045-01-13 11:00:00,77,167,120.7012048,-2.1,3.5
2045-01-13 12:00:00,81,177,129.4610705,-1.1,4.2
2045-01-13 13:00:00,77,150,114.1005872,-0.3,4.1
2045-01-13 14:00:00,69,80,83.74355588,0,4.2
2045-01-13 15:00:00,36,11,37.02563434,-0.4,4.2
2045-01-13 16:00:00,1,0,1,-0.9,3.1
2045-01-13 17:00:00,0,0,0,-1.2,3.1
2045-01-13 18:00:00,0,0,0,-1.4,2.5
2045-01-13 19:00:00,0,0,0,-1.8,3.1
2045-01-13 20:00:00,0,0,0,-2.6,3.2
2045-01-13 21:00:00,0,0,0,-3.1,3.3
2045-01-13 22:00:00,0,0,0,-3.6,3.2
2045-01-13 23:00:00,0,0,0,-4,3.1
2045-01-14 00:00:00,0,0,0,-3.8,2.7
2045-01-14 01:00:00,0,0,0,-3.2,2.4
2045-01-14 02:00:00,0,0,0,-3.1,2.3
2045-01-14 03:00:00,0,0,0,-2.9,2.1
2045-01-14 04:00:00,0,0,0,-2.5,2.5
2045-01-14 05:00:00,0,0,0,-2.1,2.8
2045-01-14 06:00:00,0,0,0,-1.6,2.5
2045-01-14 07:00:00,0,0,0,-1.4,2.3
2045-01-14 08:00:00,9,0,9,-1.2,2.6
2045-01-14 09:00:00,31,21,33.7337822,-1.1,2.5
2045-01-14 10:00:00,62,7,63.50076074,-0.8,2.5
2045-01-14 11:00:00,72,2,72.52909275,-0.6,2.8
2045-01-14 12:00:00,62,0,62,-0.1,2.6
2045-01-14 13:00:00,39,0,39,0.2,2.4
2045-01-14 14:00:00,23,0,23,0.3,2.5
2045-01-14 15:00:00,9,0,9,0.5,2.7
2045-01-14 16:00:00,0,0,0,0.6,2
2045-01-14 17:00:00,0,0,0,0.4,1.8
2045-01-14 18:00:00,0,0,0,0.5,1.4
2045-01-14 19:00:00,0,0,0,0.7,1.3
2045-01-14 20:00:00,0,0,0,0.6,1.3
2045-01-14 21:00:00,0,0,0,0.7,0.7
2045-01-14 22:00:00,0,0,0,0.7,1
2045-01-14 23:00:00,0,0,0,0.7,1
2045-01-15 00:00:00,0,0,0,0.7,1.1
2045-01-15 01:00:00,0,0,0,0.6,1.7
2045-01-15 02:00:00,0,0,0,0.4,1.4
2045-01-15 03:00:00,0,0,0,0.1,1.5
2045-01-15 04:00:00,0,0,0,0.1,1.8
2045-01-15 05:00:00,0,0,0,-0.1,1.5
2045-01-15 06:00:00,0,0,0,-0.1,1.9
2045-01-15 07:00:00,0,0,0,-0.2,2.3
2045-01-15 08:00:00,7,5,7.135246519,-0.3,2.6
2045-01-15 09:00:00,33,14,34.85643334,0.2,2.2
2045-01-15 10:00:00,47,0,47,0.4,2.9
2045-01-15 11:00:00,36,0,36,0.7,3.3
2045-01-15 12:00:00,44,0,44,0.2,3
2045-01-15 13:00:00,39,0,39,0.4,2.6
2045-01-15 14:00:00,21,0,21,0.7,2.8
2045-01-15 15:00:00,11,0,11,0.6,2.5
2045-01-15 16:00:00,0,0,0,0.5,2.4
2045-01-15 17:00:00,0,0,0,0.7,2.8
2045-01-15 18:00:00,0,0,0,0.8,3.2
2045-01-15 19:00:00,0,0,0,0.7,2.8
2045-01-15 20:00:00,0,0,0,0.4,2.7
2045-01-15 21:00:00,0,0,0,-0.3,3.4
2045-01-15 22:00:00,0,0,0,-0.4,2.6
2045-01-15 23:00:00,0,0,0,-0.3,2.5
2045-01-16 00:00:00,0,0,0,-0.1,3
2045-01-16 01:00:00,0,0,0,-0.6,2.8
2045-01-16 02:00:00,0,0,0,-1.1,2.5
2045-01-16 03:00:00,0,0,0,-0.8,2.7
2045-01-16 04:00:00,0,0,0,-0.4,3
2045-01-16 05:00:00,0,0,0,0,2.5
2045-01-16 06:00:00,0,0,0,0.2,2.7
2045-01-16 07:00:00,0,0,0,0.5,2.4
2045-01-16 08:00:00,5,0,5,0.8,2.5
2045-01-16 09:00:00,44,3,44.40455279,1.1,3
2045-01-16 10:00:00,48,0,48,1.4,2.8
2045-01-16 11:00:00,37,0,37,1.8,2.9
2045-01-16 12:00:00,65,0,65,2.1,3.2
2045-01-16 13:00:00,46,0,46,2.3,3.7
2045-01-16 14:00:00,27,0,27,2.7,3.3
2045-01-16 15:00:00,7,0,7,3.1,3.7
2045-01-16 16:00:00,0,0,0,3.5,3.9
2045-01-16 17:00:00,0,0,0,3.6,5.2
2045-01-16 18:00:00,0,0,0,4,5.2
2045-01-16 19:00:00,0,0,0,4.2,5.6
2045-01-16 20:00:00,0,0,0,4.9,5.9
2045-01-16 21:00:00,0,0,0,5,5.4
2045-01-16 22:00:00,0,0,0,5.2,5.3
2045-01-16 23:00:00,0,0,0,5.5,6.2
2045-01-17 00:00:00,0,0,0,5.5,5.9
2045-01-17 01:00:00,0,0,0,5.4,6.6
2045-01-17 02:00:00,0,0,0,5.8,6
2045-01-17 03:00:00,0,0,0,6.2,6.6
2045-01-17 04:00:00,0,0,0,6.5,6.3
2045-01-17 05:00:00,0,0,0,6.5,6.7
2045-01-17 06:00:00,0,0,0,6.9,6.7
2045-01-17 07:00:00,0,0,0,6.9,6.6
2045-01-17 08:00:00,3,0,3,6.9,6.7
2045-01-17 09:00:00,14,0,14,7.1,6
2045-01-17 10:00:00,34,0,34,7.2,6.8
2045-01-17 11:00:00,39,0,39,7.7,7.5
2045-01-17 12:00:00,25,0,25,7.9,8.4
2045-01-17 13:00:00,22,0,22,8.1,7.6
2045-01-17 14:00:00,14,0,14,8.3,7.7
2045-01-17 15:00:00,6,0,6,8.2,8.1
2045-01-17 16:00:00,0,0,0,8.3,8.3
2045-01-17 17:00:00,0,0,0,8.4,8.4
2045-01-17 18:00:00,0,0,0,8.5,8.6
2045-01-17 19:00:00,0,0,0,8.5,7.8
2045-01-17 20:00:00,0,0,0,8.3,8.1
2045-01-17 21:00:00,0,0,0,8.1,8.5
2045-01-17 22:00:00,0,0,0,8,7.6
2045-01-17 23:00:00,0,0,0,7.8,7.7
2045-01-18 00:00:00,0,0,0,7.6,7.5
2045-01-18 01:00:00,0,0,0,7.5,6.9
2045-01-18 02:00:00,0,0,0,7.3,7.2
2045-01-18 03:00:00,0,0,0,7.3,7.4
2045-01-18 04:00:00,0,0,0,7.3,6.8
2045-01-18 05:00:00,0,0,0,6.4,6.8
2045-01-18 06:00:00,0,0,0,6.2,6.8
2045-01-18 07:00:00,0,0,0,6.3,6.6
2045-01-18 08:00:00,11,1,11.03158521,3.1,6
2045-01-18 09:00:00,36,0,36,2.7,4.4
2045-01-18 10:00:00,75,9,77.02762044,3.7,6.6
2045-01-18 11:00:00,50,174,98.0776574,4.3,7.3
2045-01-18 12:00:00,50,206,109.6782127,5.4,7.3
2045-01-18 13:00:00,101,18,105.7557751,5.8,7.5
2045-01-18 14:00:00,34,0,34,5.8,6.7
2045-01-18 15:00:00,13,0,13,5.6,6.9
2045-01-18 16:00:00,1,0,1,5.4,6.7
2045-01-18 17:00:00,0,0,0,4.9,6.7
2045-01-18 18:00:00,0,0,0,3.9,5.7
2045-01-18 19:00:00,0,0,0,3.5,5.6
2045-01-18 20:00:00,0,0,0,3.1,5.3
2045-01-18 21:00:00,0,0,0,2.7,5.3
2045-01-18 22:00:00,0,0,0,2.9,4.7
2045-01-18 23:00:00,0,0,0,3.1,4
2045-01-19 00:00:00,0,0,0,3.5,3
2045-01-19 01:00:00,0,0,0,3.7,2.3
2045-01-19 02:00:00,0,0,0,3.7,1.6
2045-01-19 03:00:00,0,0,0,3.3,1.8
2045-01-19 04:00:00,0,0,0,3.1,2.1
2045-01-19 05:00:00,0,0,0,2.4,2.8
2045-01-19 06:00:00,0,0,0,2.6,3.5
2045-01-19 07:00:00,0,0,0,2.6,3.8
2045-01-19 08:00:00,11,5,11.16664807,2.8,3.1
2045-01-19 09:00:00,39,68,48.69876749,2.9,3.5
2045-01-19 10:00:00,53,147,86.56757791,3.9,4
2045-01-19 11:00:00,60,197,115.0602936,5,5
2045-01-19 12:00:00,74,188,129.1227518,6.8,5.8
2045-01-19 13:00:00,84,138,120.9717252,8.3,4.8
2045-01-19 14:00:00,83,49,93.07889874,8.1,4.8
2045-01-19 15:00:00,41,6,41.66360998,8.2,4.7
2045-01-19 16:00:00,2,0,2,7.9,4.6
2045-01-19 17:00:00,0,0,0,6.9,4.5
2045-01-19 18:00:00,0,0,0,6.6,4.7
2045-01-19 19:00:00,0,0,0,6.2,3.8
2045-01-19 20:00:00,0,0,0,5.8,3.9
2045-01-19 21:00:00,0,0,0,5.6,3.7
2045-01-19 22:00:00,0,0,0,5.3,3.8
2045-01-19 23:00:00,0,0,0,5.1,3.4
2045-01-20 00:00:00,0,0,0,4.7,3.6
2045-01-20 01:00:00,0,0,0,4.2,3.2
2045-01-20 02:00:00,0,0,0,4.4,2.9
2045-01-20 03:00:00,0,0,0,4,3.1
2045-01-20 04:00:00,0,0,0,4,3.2
2045-01-20 05:00:00,0,0,0,3.6,3.2
2045-01-20 06:00:00,0,0,0,3.7,3.9
2045-01-20 07:00:00,0,0,0,4,3.2
2045-01-20 08:00:00,11,7,11.24673843,4.3,3.4
2045-01-20 09:00:00,37,80,48.63138805,4.8,4.1
2045-01-20 10:00:00,47,164,84.95096555,6,4
2045-01-20 11:00:00,54,213,114.2813676,7.3,3
2045-01-20 12:00:00,63,212,125.9021496,8.6,3.8
2045-01-20 13:00:00,77,156,119.3709144,10.8,3.1
2045-01-20 14:00:00,82,58,94.14797845,10.8,3.7
2045-01-20 15:00:00,44,7,44.80091904,10.9,3
2045-01-20 16:00:00,3,0,3,10.3,2.7
2045-01-20 17:00:00,0,0,0,9,2.5
2045-01-20 18:00:00,0,0,0,8.5,2.9
2045-01-20 19:00:00,0,0,0,8,2.8
2045-01-20 20:00:00,0,0,0,7.5,2.8
2045-01-20 21:00:00,0,0,0,6.3,2.5
2045-01-20 22:00:00,0,0,0,5.7,2.1
2045-01-20 23:00:00,0,0,0,5.2,2
2045-01-21 00:00:00,0,0,0,4.4,1.9
2045-01-21 01:00:00,0,0,0,3.6,2.4
2045-01-21 02:00:00,0,0,0,3.1,2
2045-01-21 03:00:00,0,0,0,2.6,2.6
2045-01-21 04:00:00,0,0,0,2.2,2.4
2045-01-21 05:00:00,0,0,0,1.5,2.3
2045-01-21 06:00:00,0,0,0,1.5,2.2
2045-01-21 07:00:00,0,0,0,1.5,2.5
2045-01-21 08:00:00,12,7,12.26138954,1.8,1.9
2045-01-21 09:00:00,43,77,54.42119735,2.1,2.4
2045-01-21 10:00:00,57,156,93.60277348,3.1,1.9
2045-01-21 11:00:00,64,206,123.0240579,5.3,2.3
2045-01-21 12:00:00,72,208,134.4775572,6.7,2.5
2045-01-21 13:00:00,78,171,125.1052981,9.1,2.8
2045-01-21 14:00:00,79,87,97.56331411,8.8,2.4
2045-01-21 15:00:00,48,26,51.07850318,8.8,2.4
2045-01-21 16:00:00,8,0,8,7.7,2
2045-01-21 17:00:00,0,0,0,7.4,2
2045-01-21 18:00:00,0,0,0,6.7,1.3
2045-01-21 19:00:00,0,0,0,6.8,1.5
2045-01-21 20:00:00,0,0,0,6.2,0.7
2045-01-21 21:00:00,0,0,0,6.3,1.2
2045-01-21 22:00:00,0,0,0,6.8,1.7
2045-01-21 23:00:00,0,0,0,7.1,1.4
2045-01-22 00:00:00,0,0,0,7,1.9
2045-01-22 01:00:00,0,0,0,7.3,1.8
2045-01-22 02:00:00,0,0,0,7.5,2.4
